Player,Player_Id,Nation,Pos,Age,Born,Squad,Comp,Gls,Gls_rank,Gls_norm,Ast,Ast_rank,Ast_norm,xG,xG_rank,xG_norm,npxG,npxG_rank,npxG_norm,xAG,xAG_rank,xAG_norm,PrgC,PrgC_rank,PrgC_norm,PrgP,PrgP_rank,PrgP_norm,Sh,Sh_rank,Sh_norm,Sh/90,Sh/90_rank,Sh/90_norm,SoT,SoT_rank,SoT_norm,SoT/90,SoT/90_rank,SoT/90_norm,G/Sh,G/Sh_rank,G/Sh_norm,KP,KP_rank,KP_norm,PPA,PPA_rank,PPA_norm,Tkl,Tkl_rank,Tkl_norm,Tkl%,Tkl%_rank,Tkl%_norm,Int,Int_rank,Int_norm,SCA,SCA_rank,SCA_norm,SCA90,SCA90_rank,SCA90_norm,Carries,Carries_rank,Carries_norm,PrgDist_stats_possession,PrgDist_stats_possession_rank,PrgDist_stats_possession_norm,Recov,Recov_rank,Recov_norm,total_minutes,total_minutes_rank,total_minutes_norm,image_url,sub_position,market_value
Erling Haaland,418560,Norway,FW,24,2000,Manchester City,GB1,22,7,0.7096774193548387,3,304,0.1666666666666666,22,5,0.8118081180811808,18.8,4,0.7833333333333333,3,341,0.2112676056338028,24,801,0.1126760563380281,20,1511,0.055248619,104,14,0.6842105263157895,3.4200000000000004,103,0.152,55,2,0.7333333333333333,1.81,33,0.081162611,0.18,246,0.18,29,290,0.3052631578947368,8,980,0.072072072,11,1459,0.089430894,37.5,1574,0.375,5,1329,0.069444444,71,254,0.3514851485148514,2.34,806,0.01875592,310,1367,0.1292205085452271,577,1519,0.078653217,34,1451,0.1338582677165354,2485,108,0.8906810035842294,https://img.a.transfermarkt.technology/portrait/header/418560-1709108116.png?lm=1,Centre-Forward,200000000
Ermedin Demirovi_,335457,Bosnia-Herzegovina,FW,26,1998,Stuttgart,DE1,15,27,0.4838709677419355,1,742,0.055555556,14.1,25,0.5202952029520295,12.4,23,0.5166666666666667,1.9,582,0.1338028169014084,20,940,0.093896714,31,1312,0.085635359,64,85,0.4210526315789473,3.11,126,0.1382222222222222,27,67,0.36,1.31,92,0.058742,0.23,131,0.23,18,612,0.1894736842105263,10,852,0.09009009,12,1416,0.097560976,25,1836,0.25,3,1528,0.041666667,47,564,0.2326732673267326,2.28,839,0.018274999,305,1384,0.1271363067944977,586,1505,0.079880044,33,1469,0.1299212598425196,1537,798,0.5508960573476702,https://img.a.transfermarkt.technology/portrait/header/335457-1723707508.jpg?lm=1,Centre-Forward,22000000
Ernest Nuamah,955070,Ghana,"FW,MF",20,2003,Lyon,FR1,3,403,0.096774194,1,742,0.055555556,2.2,626,0.081180812,2.2,596,0.091666667,1.5,725,0.1056338028169014,44,396,0.2065727699530516,33,1285,0.091160221,28,470,0.1842105263157894,2.4,306,0.1066666666666666,13,297,0.1733333333333333,1.11,167,0.049773756,0.11,595,0.11,18,612,0.1894736842105263,17,516,0.1531531531531531,21,1061,0.1707317073170731,44.4,1327,0.444,8,1092,0.1111111111111111,35,796,0.1732673267326732,2.99,523,0.023965898,388,1187,0.1617340558566069,1388,857,0.1892039258451472,60,982,0.2362204724409448,1054,1173,0.3777777777777777,https://img.a.transfermarkt.technology/portrait/header/955070-1702991257.jpg?lm=1,Right Winger,15000000
Eros Maddy,412934,Netherlands,DF,23,2001,Auxerre,FR1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.1,1698,0.007042254,1,1870,0.004694836,1,1984,0.002762431,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,1,1806,0.010526316,0,1887,0,0,2029,0,,,,0,1925,0,1,2021,0.004950495,6,32,0.048092104,7,2186,0.002917882,21,2167,0.002862595,0,2185,0,7,2177,0.002508961,https://img.a.transfermarkt.technology/portrait/header/412934-1605470824.jpg?lm=1,Right Winger,200000
Estanis,913539,Spain,FW,20,2003,Bologna,IT1,0,1231,0,0,1207,0,0.1,1756,0.003690037,0.1,1755,0.004166667,0.2,1580,0.014084507,1,1870,0.004694836,0,2058,0,2,1764,0.013157895,20,3,0.8888888888888888,0,1706,0,0,1693,0,0,1194,0,2,1690,0.021052632,0,1887,0,0,2029,0,,,,0,1925,0,3,1917,0.014851485,30,2,0.2404605183260061,5,2193,0.002084202,20,2168,0.002726281,0,2185,0,8,2173,0.002867384,https://img.a.transfermarkt.technology/portrait/header/913539-1739282524.jpg?lm=1,Left Winger,1800000
Esteban Lepaul,461607,France,FW,24,2000,Angers,FR1,9,106,0.2903225806451613,0,1207,0,5.1,239,0.1881918819188191,5.1,212,0.2125,0.8,1122,0.056338028,26,737,0.1220657276995305,20,1511,0.055248619,41,263,0.2697368421052631,2.27,356,0.1008888888888888,17,194,0.2266666666666666,0.9399999999999998,275,0.042150748,0.22,145,0.22,7,1212,0.073684211,7,1074,0.063063063,11,1459,0.089430894,25,1836,0.25,4,1425,0.055555556,22,1147,0.1089108910891089,1.22,1492,0.009778728,246,1527,0.1025427261358899,621,1473,0.084651036,45,1237,0.1771653543307086,1097,1139,0.3931899641577061,https://img.a.transfermarkt.technology/portrait/header/461607-1737976018.jpg?lm=1,Centre-Forward,5000000
Ethan Mbappé,903666,France,"MF,FW",17,2006,Lille,FR1,0,1231,0,0,1207,0,1.1,991,0.040590406,1.1,972,0.045833333,1.5,725,0.1056338028169014,6,1569,0.028169014,8,1783,0.022099448,11,1123,0.072368421,4.46,39,0.1982222222222222,4,919,0.053333333,1.62,43,0.072642779,0,1194,0,6,1297,0.063157895,5,1240,0.045045045,6,1700,0.048780488,0,1948,0,1,1767,0.013888889,19,1242,0.094059406,7.74,14,0.062038814,107,1874,0.044601917,240,1870,0.032715376,8,1978,0.031496063,196,1956,0.070250896,https://img.a.transfermarkt.technology/portrait/header/903666-1716562689.jpg?lm=1,Central Midfield,5000000
Ethan Nwaneri,890719,England,"FW,MF",17,2007,Arsenal,GB1,4,310,0.1290322580645161,2,465,0.1111111111111111,1.2,948,0.044280443,1.2,930,0.05,1.2,865,0.084507042,46,370,0.215962441,33,1285,0.091160221,24,579,0.1578947368421052,2.41,303,0.1071111111111111,9,459,0.12,0.91,292,0.040805511,0.17,283,0.17,16,694,0.1684210526315789,16,547,0.1441441441441441,11,1459,0.089430894,33.3,1659,0.3329999999999999,2,1621,0.027777778,29,953,0.1435643564356435,2.91,554,0.02332467,365,1244,0.1521467278032513,1329,898,0.1811613958560523,34,1451,0.1338582677165354,710,1481,0.2544802867383512,https://img.a.transfermarkt.technology/portrait/header/890719-1730794927.jpg?lm=1,Right Winger,55000000
Ethan Pinnock,442248,Jamaica,DF,31,1993,Brentford,GB1,2,564,0.064516129,0,1207,0,1.1,991,0.040590406,1.1,972,0.045833333,1.2,865,0.084507042,3,1728,0.014084507,41,1123,0.1132596685082873,10,1186,0.065789474,0.47,1523,0.020888889,6,696,0.08,0.28,988,0.012555542,0.2,180,0.2,8,1137,0.084210526,4,1337,0.036036036,35,599,0.2845528455284553,54.2,897,0.542,24,353,0.3333333333333333,21,1175,0.1039603960396039,0.99,1626,0.007935197,633,685,0.263859942,1633,703,0.2226008724100327,50,1142,0.1968503937007874,1913,499,0.685663082,https://img.a.transfermarkt.technology/portrait/header/442248-1719836196.jpg?lm=1,Centre-Back,8000000
Etienne Youte Kinkoue,639712,France,DF,22,2002,Le Havre,FR1,0,1231,0,0,1207,0,1.3,899,0.04797048,1.3,880,0.054166667,0.2,1580,0.014084507,12,1277,0.056338028,63,779,0.1740331491712707,14,961,0.092105263,0.54,1436,0.024,1,1464,0.013333333,0.04,1679,0.001793649,0,1194,0,3,1550,0.031578947,3,1449,0.027027027,19,1128,0.1544715447154471,65,461,0.65,29,221,0.4027777777777778,14,1422,0.069306931,0.54,1851,0.004328289,861,360,0.3588995414756148,2565,291,0.3496455834242093,65,895,0.2559055118110236,1881,520,0.6741935483870968,https://img.a.transfermarkt.technology/portrait/header/639712-1732894435.jpg?lm=1,Centre-Back,8000000
Evan Ferguson,648046,Ireland,FW,19,2004,West Ham,GB1,1,812,0.032258065,0,1207,0,1.1,991,0.040590406,1.1,972,0.045833333,0.7,1188,0.049295775,3,1728,0.014084507,2,1948,0.005524862,12,1065,0.078947368,2.88,174,0.128,3,1078,0.04,0.58,579,0.026007908,0,1194,0,5,1375,0.052631579,0,1887,0,7,1655,0.056910569,,,,1,1767,0.013888889,8,1660,0.03960396,2.31,824,0.01851546,73,1989,0.030429346,97,2060,0.013222465,18,1751,0.070866142,374,1767,0.1340501792114695,https://img.a.transfermarkt.technology/portrait/header/648046-1681739980.jpg?lm=1,Centre-Forward,32000000
Evanilson,711337,Brazil,FW,24,1999,Bournemouth,GB1,10,78,0.3225806451612903,1,742,0.055555556,12.5,37,0.4612546125461254,11.7,32,0.4875,1.9,582,0.1338028169014084,29,658,0.136150235,28,1355,0.077348066,72,55,0.4736842105263157,2.7900000000000005,193,0.124,31,41,0.4133333333333333,1.2,126,0.053809466,0.14,391,0.14,26,363,0.2736842105263158,6,1147,0.054054054,16,1243,0.1300813008130081,66.7,349,0.667,1,1767,0.013888889,61,344,0.3019801980198019,2.370000000000001,782,0.018996381,333,1316,0.1388078365985827,861,1271,0.1173664122137404,67,866,0.2637795275590551,1736,637,0.6222222222222222,https://img.a.transfermarkt.technology/portrait/header/711337-1737452098.jpg?lm=1,Centre-Forward,35000000
Evann Guessand,500689,Cote d'Ivoire,"FW,MF",23,2001,Nice,FR1,12,47,0.3870967741935484,8,30,0.4444444444444444,9.2,93,0.3394833948339483,9.2,65,0.3833333333333333,5.4,92,0.3802816901408451,87,111,0.4084507042253521,79,580,0.218232044,63,87,0.4144736842105263,2.21,383,0.098222222,27,67,0.36,0.9499999999999998,268,0.04259916,0.19,222,0.19,32,246,0.3368421052631579,27,259,0.2432432432432432,44,394,0.3577235772357723,42.9,1380,0.429,15,673,0.2083333333333333,91,138,0.4504950495049505,3.19,451,0.025568968,581,786,0.2421842434347645,2205,416,0.3005725190839695,98,458,0.3858267716535433,2349,159,0.8419354838709677,https://img.a.transfermarkt.technology/portrait/header/500689-1739972437.jpg?lm=1,Centre-Forward,25000000
Exequiel Palacios,401578,Argentina,MF,25,1998,Leverkusen,DE1,1,812,0.032258065,6,85,0.3333333333333333,1.5,827,0.055350554,1.5,805,0.0625,2.3,481,0.1619718309859155,15,1142,0.070422535,97,410,0.2679558011049723,13,1014,0.085526316,1.01,995,0.044888889,8,529,0.1066666666666666,0.62,546,0.027801557,0.08,824,0.08,28,306,0.2947368421052631,19,453,0.1711711711711711,22,1014,0.1788617886178861,55.6,834,0.556,13,777,0.1805555555555555,47,564,0.2326732673267326,3.67,291,0.029416337,660,653,0.2751146310962901,969,1184,0.1320883315158124,76,721,0.2992125984251969,827,1377,0.296415771,https://img.a.transfermarkt.technology/portrait/header/401578-1695368200.jpg?lm=1,Central Midfield,40000000
Ezri Konsa,413403,England,DF,26,1997,Aston Villa,GB1,2,564,0.064516129,0,1207,0,1.3,899,0.04797048,1.3,880,0.054166667,0.4,1415,0.028169014,24,801,0.1126760563380281,90,475,0.2486187845303867,11,1123,0.072368421,0.34,1701,0.015111111,5,790,0.066666667,0.15,1322,0.006726183,0.18,246,0.18,6,1297,0.063157895,2,1568,0.018018018,34,627,0.2764227642276423,80,124,0.8,24,353,0.3333333333333333,24,1095,0.1188118811881188,0.74,1763,0.005931359,1132,132,0.4718632763651521,3008,187,0.4100327153762268,97,470,0.3818897637795275,2307,191,0.8268817204301075,https://img.a.transfermarkt.technology/portrait/header/413403-1700651779.jpg?lm=1,Centre-Back,35000000
Fabian Rieder,507341,Switzerland,"MF,FW",22,2002,Stuttgart,DE1,1,812,0.032258065,3,304,0.1666666666666666,1.4,865,0.051660517,1.4,847,0.058333333,2,555,0.1408450704225352,20,940,0.093896714,38,1180,0.1049723756906077,20,723,0.131578947,2.08,452,0.092444444,7,605,0.093333333,0.7299999999999999,447,0.032734092,0.05,1062,0.05,12,897,0.1263157894736842,11,790,0.099099099,17,1195,0.1382113821138211,30.4,1764,0.304,10,955,0.1388888888888889,35,796,0.1732673267326732,3.63,308,0.029095723,253,1509,0.1054606085869112,631,1459,0.086014177,45,1237,0.1771653543307086,753,1444,0.2698924731182796,https://img.a.transfermarkt.technology/portrait/header/507341-1723707005.jpg?lm=1,Right Winger,7000000
Fabian Schär,135343,Switzerland,DF,32,1991,Newcastle Utd,GB1,4,310,0.1290322580645161,0,1207,0,3.7,371,0.1365313653136531,3.7,335,0.1541666666666666,0.4,1415,0.028169014,18,1015,0.084507042,118,248,0.3259668508287293,40,275,0.2631578947368421,1.23,854,0.054666667,11,374,0.1466666666666666,0.34,868,0.015246015,0.1,675,0.1,5,1375,0.052631579,13,678,0.1171171171171171,36,572,0.2926829268292683,40,1491,0.4,45,46,0.625,37,751,0.1831683168316831,1.13,1547,0.009057346,1438,42,0.5994164235097957,3744,71,0.5103598691384951,134,167,0.5275590551181102,2233,250,0.8003584229390681,https://img.a.transfermarkt.technology/portrait/header/135343-1667990394.jpg?lm=1,Centre-Back,9000000
Fabiano Parisi,547985,Italy,"DF,MF",23,2000,Fiorentina,IT1,2,564,0.064516129,0,1207,0,0.5,1383,0.018450185,0.5,1376,0.020833333,0.8,1122,0.056338028,25,767,0.1173708920187793,40,1143,0.1104972375690607,9,1251,0.059210526,0.72,1250,0.032,5,790,0.066666667,0.4,790,0.017936489,0.22,145,0.22,4,1466,0.042105263,9,911,0.081081081,27,832,0.2195121951219512,57.1,762,0.5710000000000001,17,593,0.2361111111111111,14,1422,0.069306931,1.12,1553,0.008977193,341,1295,0.1421425593997499,1128,1051,0.153762268,64,907,0.2519685039370078,807,1397,0.289247312,https://img.a.transfermarkt.technology/portrait/header/547985-1663677780.jpg?lm=1,Left-Back,5000000
Fabien Centonze,384859,France,DF,28,1996,Nantes,FR1,0,1231,0,0,1207,0,0,1876,0,0,1875,0,0.2,1580,0.014084507,10,1383,0.046948357,15,1627,0.041436464,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,3,1550,0.031578947,7,1074,0.063063063,8,1606,0.06504065,66.7,349,0.667,2,1621,0.027777778,8,1660,0.03960396,2.72,625,0.021801754,90,1931,0.037515632,275,1830,0.037486369,8,1978,0.031496063,77,2082,0.027598566,https://img.a.transfermarkt.technology/portrait/header/384859-1703065658.jpg?lm=1,Right-Back,2000000
Fabio Carvalho,559263,Portugal,"FW,MF",21,2002,Brentford,GB1,2,564,0.064516129,1,742,0.055555556,2.5,549,0.092250923,2.5,520,0.1041666666666666,0.7,1188,0.049295775,9,1427,0.042253521,17,1581,0.046961326,12,1065,0.078947368,2.37,316,0.1053333333333333,5,790,0.066666667,0.99,233,0.044392809,0.17,283,0.17,4,1466,0.042105263,5,1240,0.045045045,13,1359,0.1056910569105691,46.2,1270,0.462,3,1528,0.041666667,10,1580,0.04950495,1.97,1027,0.015790241,137,1802,0.057107128,356,1746,0.048527808,30,1525,0.1181102362204724,445,1719,0.1594982078853046,https://img.a.transfermarkt.technology/portrait/header/559263-1687517452.jpg?lm=1,Attacking Midfield,15000000
Fabio Chiarodia,724104,Italy,DF,19,2005,Gladbach,DE1,1,812,0.032258065,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0.4,1415,0.028169014,1,1870,0.004694836,10,1744,0.027624309,4,1609,0.026315789,0.9499999999999998,1036,0.042222222,1,1464,0.013333333,0.24,1067,0.010761893,0.25,91,0.25,1,1806,0.010526316,1,1707,0.009009009,10,1501,0.081300813,66.7,349,0.667,9,1021,0.125,2,1963,0.00990099,0.47,1883,0.003767215,130,1821,0.054189246,249,1858,0.033942203,9,1956,0.035433071,111,2041,0.039784946,https://img.a.transfermarkt.technology/portrait/header/724104-1722945535.jpg?lm=1,Centre-Back,2000000
Fabio Miretti,571607,Italy,"MF,FW",20,2003,Genoa,IT1,3,403,0.096774194,3,304,0.1666666666666666,3.1,442,0.1143911439114391,3.1,404,0.1291666666666666,2,555,0.1408450704225352,33,580,0.1549295774647887,54,892,0.149171271,24,579,0.1578947368421052,1.29,817,0.057333333,6,696,0.08,0.3199999999999999,923,0.014349191,0.13,470,0.13,22,474,0.231578947,13,678,0.1171171171171171,28,802,0.2276422764227642,54.5,874,0.545,7,1162,0.097222222,53,458,0.2623762376237624,2.84,573,0.022763596,461,1053,0.1921634014172571,1209,993,0.164803708,85,620,0.3346456692913386,1615,739,0.578853047,https://img.a.transfermarkt.technology/portrait/header/571607-1652773586.jpg?lm=1,Central Midfield,14000000
Fabián Ruiz Peña,350219,Spain,MF,28,1996,Paris S-G,FR1,4,310,0.1290322580645161,5,136,0.2777777777777778,4.3,295,0.1586715867158671,4.3,263,0.1791666666666666,4.7,140,0.3309859154929577,47,362,0.2206572769953051,205,36,0.5662983425414365,43,239,0.2828947368421052,2.01,477,0.089333333,12,334,0.16,0.56,607,0.025111084,0.09,750,0.09,36,185,0.3789473684210526,36,136,0.3243243243243243,37,547,0.3008130081300813,44.7,1323,0.447,16,628,0.2222222222222222,89,145,0.4405940594059406,4.16,171,0.033343859,1037,185,0.4322634431012922,2737,248,0.3730916030534351,135,159,0.531496063,1666,689,0.5971326164874552,https://img.a.transfermarkt.technology/portrait/header/350219-1718958379.jpg?lm=1,Central Midfield,35000000
Facundo Buonanotte,983989,Argentina,"FW,MF",19,2004,Leicester City,GB1,5,246,0.1612903225806451,2,465,0.1111111111111111,3.9,348,0.1439114391143911,3.9,313,0.1625,3.1,320,0.2183098591549296,39,473,0.1830985915492957,54,892,0.149171271,36,329,0.2368421052631578,2.13,434,0.094666667,12,334,0.16,0.71,455,0.031837267,0.14,391,0.14,24,417,0.2526315789473684,13,678,0.1171171171171171,53,220,0.4308943089430894,31.3,1747,0.313,12,840,0.1666666666666666,51,492,0.2524752475247525,3.01,515,0.024126205,479,1010,0.1996665277198832,1347,888,0.1836150490730643,79,683,0.3110236220472441,1393,906,0.4992831541218638,https://img.a.transfermarkt.technology/portrait/header/983989-1682588141.jpg?lm=1,Attacking Midfield,22000000
Facundo Garcés,533354,Argentina,DF,24,1999,Alavés,ES1,0,1231,0,0,1207,0,0.1,1756,0.003690037,0.1,1755,0.004166667,0.8,1122,0.056338028,3,1728,0.014084507,12,1697,0.033149171,5,1514,0.032894737,0.66,1317,0.029333333,1,1464,0.013333333,0.13,1381,0.005829359,0,1194,0,3,1550,0.031578947,1,1707,0.009009009,6,1700,0.048780488,60,629,0.6,5,1329,0.069444444,3,1917,0.014851485,0.4,1911,0.00320614,114,1858,0.0475198,187,1945,0.025490731,14,1836,0.05511811,45,2117,0.016129032,https://img.a.transfermarkt.technology/portrait/header/533354-1633539030.JPG?lm=1,Centre-Back,1200000
Facundo Medina,474800,Argentina,DF,25,1999,Lens,FR1,0,1231,0,1,742,0.055555556,1.8,721,0.066420664,1.8,697,0.075,2,555,0.1408450704225352,46,370,0.215962441,174,61,0.4806629834254143,27,498,0.1776315789473684,0.96,1023,0.042666667,3,1078,0.04,0.11,1452,0.004932534,0,1194,0,24,417,0.2526315789473684,30,216,0.2702702702702703,44,394,0.3577235772357723,57.1,762,0.5710000000000001,32,163,0.4444444444444444,68,275,0.3366336633663366,2.41,759,0.019316995,1328,67,0.5535639849937474,3678,80,0.5013631406761178,165,58,0.6496062992125984,2099,345,0.7523297491039427,https://img.a.transfermarkt.technology/portrait/header/474800-1653402999.jpg?lm=1,Centre-Back,25000000
Falaye Sacko,364857,Mali,DF,29,1995,Montpellier,FR1,0,1231,0,1,742,0.055555556,0,1876,0,0,1875,0,0.2,1580,0.014084507,21,907,0.098591549,59,834,0.1629834254143646,0,1941,0,0,1931,0,0,1706,0,0,1693,0,,,,7,1212,0.073684211,2,1568,0.018018018,14,1318,0.1138211382113821,47.4,1230,0.474,13,777,0.1805555555555555,20,1210,0.099009901,1.57,1285,0.0125841,371,1225,0.1546477699041267,956,1198,0.1303162486368593,52,1110,0.2047244094488189,1190,1062,0.4265232974910394,https://img.a.transfermarkt.technology/portrait/header/364857-1702665617.JPG?lm=1,Right-Back,2000000
Fali Candé,520530,Guinea-Bissau,DF,26,1998,Venezia,IT1,1,812,0.032258065,1,742,0.055555556,1.1,991,0.040590406,1.1,972,0.045833333,0.6,1261,0.042253521,5,1614,0.023474178,47,1015,0.1298342541436464,5,1514,0.032894737,0.29,1752,0.012888889,2,1260,0.026666667,0.12,1418,0.005380947,0.2,180,0.2,4,1466,0.042105263,3,1449,0.027027027,25,912,0.2032520325203252,69.6,302,0.696,15,673,0.2083333333333333,14,1422,0.069306931,0.82,1717,0.006572588,557,832,0.232180075,1115,1061,0.1519901853871319,79,683,0.3110236220472441,900,1300,0.3225806451612903,https://img.a.transfermarkt.technology/portrait/header/520530-1697463489.png?lm=1,Centre-Back,2000000
Fares Chaïbi,855015,Algeria,"MF,FW",21,2002,Eint Frankfurt,DE1,1,812,0.032258065,3,304,0.1666666666666666,2.6,537,0.095940959,2.6,508,0.1083333333333333,2.9,361,0.204225352,20,940,0.093896714,52,925,0.143646409,25,548,0.1644736842105263,2.22,377,0.098666667,6,696,0.08,0.53,631,0.023765847,0.04,1122,0.04,24,417,0.2526315789473684,18,488,0.1621621621621621,13,1359,0.1056910569105691,35,1642,0.35,10,955,0.1388888888888889,50,513,0.2475247524752475,4.43,132,0.035508003,288,1433,0.1200500208420175,668,1432,0.091057797,30,1525,0.1181102362204724,761,1435,0.2727598566308243,https://img.a.transfermarkt.technology/portrait/header/855015-1693383538.jpg?lm=1,Attacking Midfield,9000000
Farid El Melali,425400,Algeria,FW,27,1997,Angers,FR1,2,564,0.064516129,3,304,0.1666666666666666,3.6,382,0.1328413284132841,3.6,344,0.15,3.1,320,0.2183098591549296,62,222,0.2910798122065727,43,1085,0.1187845303867403,46,208,0.3026315789473684,2.19,398,0.097333333,14,267,0.1866666666666666,0.67,491,0.030043618,0.04,1122,0.04,25,395,0.2631578947368421,14,630,0.1261261261261261,28,802,0.2276422764227642,37.1,1596,0.371,16,628,0.2222222222222222,67,280,0.3316831683168317,3.18,455,0.025488815,472,1026,0.196748645,1752,637,0.2388222464558342,100,440,0.3937007874015748,1697,669,0.6082437275985663,https://img.a.transfermarkt.technology/portrait/header/425400-1672670238.jpg?lm=1,Left Winger,4000000
Faustino Anjorin,433181,England,MF,22,2001,Empoli,IT1,2,564,0.064516129,3,304,0.1666666666666666,0.9,1100,0.033210332,0.9,1084,0.0375,1.7,651,0.1197183098591549,28,689,0.1314553990610328,55,882,0.1519337016574585,23,612,0.1513157894736842,1.86,544,0.082666667,7,605,0.093333333,0.57,594,0.025559496,0.09,750,0.09,17,651,0.1789473684210526,13,678,0.1171171171171171,29,777,0.2357723577235772,50,1019,0.5,13,777,0.1805555555555555,32,871,0.1584158415841584,2.59,679,0.020759758,327,1326,0.1363067944977073,1043,1120,0.1421755725190839,65,895,0.2559055118110236,991,1219,0.3551971326164874,https://img.a.transfermarkt.technology/portrait/header/433181-1724330041.jpg?lm=1,Attacking Midfield,6000000
Federico Baschirotto,351955,Italy,DF,27,1996,Lecce,IT1,2,564,0.064516129,0,1207,0,1.2,948,0.044280443,1.2,930,0.05,0.2,1580,0.014084507,13,1231,0.061032864,71,672,0.1961325966850828,22,639,0.1447368421052631,0.58,1396,0.025777778,8,529,0.1066666666666666,0.21,1143,0.009416656,0.09,750,0.09,4,1466,0.042105263,5,1240,0.045045045,37,547,0.3008130081300813,78.6,151,0.7859999999999999,23,376,0.3194444444444444,17,1304,0.084158416,0.45,1895,0.003606908,940,271,0.3918299291371405,2500,314,0.3407851690294438,93,513,0.3661417322834646,2790,1,1,https://img.a.transfermarkt.technology/portrait/header/351955-1730126092.jpg?lm=1,Centre-Back,3800000
Federico Chiesa,341092,Italy,FW,26,1997,Liverpool,GB1,0,1231,0,0,1207,0,0.3,1550,0.011070111,0.3,1547,0.0125,0.2,1580,0.014084507,3,1728,0.014084507,3,1913,0.008287293,5,1514,0.032894737,4.17,48,0.1853333333333333,2,1260,0.026666667,1.67,40,0.07488484,0,1194,0,2,1690,0.021052632,1,1707,0.009009009,1,1951,0.008130081,0,1948,0,0,1925,0,6,1752,0.02970297,5,85,0.040076753,31,2102,0.012922051,58,2103,0.007906216,6,2030,0.023622047,33,2130,0.011827957,https://img.a.transfermarkt.technology/portrait/header/341092-1663576975.jpg?lm=1,Right Winger,18000000
