Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Gls,Ast,xG,npxG,xAG,npxG+xAG,G+A-PK,xG+xAG,PrgC,PrgP,PrgR,Sh,Sh/90,SoT,SoT/90,G/Sh,KP,PPA,Tkl,Tkl%,Int,SCA,SCA90,Carries,PrgDist_stats_possession,Recov
1353,Abdukodir Khusanov,uz UZB,DF,Lens,fr Ligue 1,20,2004,0,0,0.2,0.2,0.3,0.6,0,0.05,2,43,6,6,0.55,4,0.37,0,2,4,15,63.6,26,11,1.02,339,642,50
1354,Kialonda,ao ANG,DF,Lecce,it Serie A,26,1997,0,1,1.1,1.1,0.4,1.6,0.04,0.07,4,34,5,16,0.67,0,0,0,6,0,34,70.6,32,15,0.63,572,1043,58
1355,Kiké,es ESP,FW,Alavés,es La Liga,34,1989,13,0,9.6,7.2,0.9,8.2,0.35,0.37,25,50,158,60,2.12,24,0.85,0.17,13,6,19,35.3,1,38,1.35,548,739,90
1356,Max Kilman,eng ENG,DF,West Ham,eng Premier League,27,1997,0,1,1.6,1.6,1.2,2.8,0.03,0.08,31,113,6,13,0.35,2,0.05,0,16,4,39,85.2,38,32,0.86,1270,3185,146
1357,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,29,1995,3,7,1.8,1.8,7.4,9.2,0.32,0.29,51,362,77,34,1.07,10,0.32,0.09,83,53,47,60,25,159,5.03,2399,5197,190
1358,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,28,1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,0,1,,0,0,0,12,54,3
1359,Joshua King,eng ENG,MF,Fulham,eng Premier League,17,2007,0,0,0.3,0.3,0.4,0.7,0,0.51,3,9,16,3,2.08,0,0,0,3,2,7,0,1,8,5.54,44,138,5
1360,Joshua King,no NOR,"FW,MF",Toulouse,fr Ligue 1,32,1992,6,3,6.6,6.6,2,8.7,0.48,0.47,39,29,108,50,2.69,20,1.08,0.12,17,10,11,41.7,6,31,1.67,307,1006,60
1361,Tom King,wls WAL,GK,Wolves,eng Premier League,29,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,5,0
1362,Antonín Kinský,cz CZE,GK,Tottenham,eng Premier League,21,2003,0,0,0,0,0.1,0.1,0,0.01,1,1,0,0,0,0,0,,1,0,3,100,0,1,0.17,143,477,6
1363,Cédric Kipré,ci CIV,DF,Reims,fr Ligue 1,27,1996,0,1,0.6,0.6,1.3,2,0.04,0.08,16,77,3,9,0.37,1,0.04,0,10,10,42,74.4,32,31,1.27,925,2873,73
1364,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,24,2000,1,0,0.2,0.2,0.3,0.5,0.08,0.04,5,48,1,3,0.24,1,0.08,0.33,5,3,22,73.3,6,8,0.64,492,1037,31
1365,Tim Kleindienst,de GER,FW,Gladbach,de Bundesliga,28,1995,16,7,13.6,11.9,6.2,18,0.72,0.65,45,63,145,73,2.4,36,1.18,0.21,29,22,30,28.6,12,68,2.24,545,1024,74
1366,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,28,1996,1,0,0.3,0.3,0.1,0.4,0.05,0.02,16,83,26,4,0.2,2,0.1,0.25,2,7,27,58.3,24,17,0.83,752,1573,74
1367,Justin Kluivert,nl NED,MF,Bournemouth,eng Premier League,25,1999,12,6,10.3,5.6,4.8,10.5,0.46,0.58,81,105,173,57,2.19,23,0.88,0.11,45,35,23,18.2,14,101,3.88,646,2364,78
1368,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,22,2002,4,5,4.9,4.9,5.2,10,0.51,0.57,53,58,146,30,1.69,9,0.51,0.13,27,24,41,46.2,12,62,3.5,435,1526,76
1369,Magnus Knudsen,no NOR,MF,Holstein Kiel,de Bundesliga,23,2001,0,1,0.7,0.7,1.3,2,0.05,0.1,16,54,25,12,0.58,4,0.19,0,8,11,48,56.8,12,32,1.56,488,1221,79
1370,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,26,1997,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,,1,4,0.12,831,2240,61
1371,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,28,1996,3,0,1.7,1.7,0.2,2,0.1,0.07,9,93,4,15,0.52,6,0.21,0.2,7,5,24,45.5,25,21,0.73,1244,2780,112
1372,Hervé Koffi,bf BFA,GK,Lens,fr Ligue 1,27,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,100,0,0,0,105,280,3
1373,Magnus Kofod Andersen,dk DEN,MF,Venezia,it Serie A,25,1999,1,1,0.3,0.3,0.5,0.7,0.26,0.1,7,24,18,8,1.04,2,0.26,0.13,9,3,13,40,6,20,2.59,230,496,31
1374,Derrick Köhn,de GER,"DF,FW",Werder Bremen,de Bundesliga,25,1999,2,2,0.7,0.7,1.6,2.4,0.27,0.16,36,39,122,13,0.87,4,0.27,0.15,16,16,20,71.4,10,38,2.55,549,1333,57
1375,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,26,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,4,0.21,353,967,37
1376,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,30,1994,2,0,1.6,1.6,0.6,2.1,0.08,0.08,26,101,31,13,0.51,5,0.2,0.15,11,13,62,63.6,42,29,1.14,835,1745,99
1377,Koka,eg EGY,FW,Le Havre,fr Ligue 1,31,1993,3,1,4.9,4.2,0.6,4.8,0.32,0.59,0,12,20,20,2.12,8,0.85,0.1,5,2,4,0,4,11,1.16,114,84,24
1378,Koke,es ESP,MF,Atlético Madrid,es La Liga,32,1992,1,1,1.1,1.1,1.4,2.5,0.09,0.12,22,132,18,11,0.51,4,0.19,0.09,16,22,46,48.8,20,51,2.38,1138,2255,122
1379,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,31,1993,0,2,0.8,0.8,1.8,2.6,0.09,0.12,52,142,47,10,0.47,2,0.09,0,17,12,41,53.3,25,37,1.75,878,2812,135
1380,Randal Kolo Muani,fr FRA,FW,Juventus,it Serie A,25,1998,8,1,4.7,3.9,1.6,5.5,0.62,0.49,21,20,100,25,1.94,13,1.01,0.28,17,9,11,80,4,27,2.09,213,468,33
1381,Randal Kolo Muani,fr FRA,FW,Paris S-G,fr Ligue 1,25,1998,2,1,4.7,3.9,0.9,4.7,0.5,1.39,8,5,35,15,3.77,6,1.51,0.07,5,3,4,0,0,13,3.27,78,149,8
1382,Marco Komenda,hr CRO,DF,Holstein Kiel,de Bundesliga,27,1996,0,0,0.1,0.1,0.8,0.9,0,0.06,13,53,16,3,0.21,0,0,0,9,9,26,73.3,6,23,1.58,440,1096,37
1383,Mert Kömür,de GER,MF,Augsburg,de Bundesliga,19,2005,2,1,1.1,1.1,1.5,2.6,0.41,0.36,18,11,46,13,1.79,7,0.96,0.15,13,2,3,0,3,25,3.44,185,550,32
1384,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,25,1999,1,2,1.7,1.7,1,2.7,0.11,0.1,25,115,3,19,0.67,3,0.11,0.05,10,9,40,71.4,17,31,1.09,1290,3603,98
1385,Ismael Konate,ci CIV,"FW,MF",Empoli,it Serie A,18,2006,0,1,0.2,0.2,0,0.2,0.78,0.19,5,2,7,3,2.33,2,1.55,0,2,0,4,66.7,0,3,2.31,23,74,3
1386,Geoffrey Kondogbia,cf CTA,"DF,MF",Marseille,fr Ligue 1,31,1993,0,0,0.5,0.5,0.2,0.7,0,0.03,20,105,11,8,0.36,1,0.04,0,5,13,60,79.4,22,24,1.07,1301,3107,108
1387,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,19,2005,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,,0,0,5,60,1,1,0.68,39,25,7
1388,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,19,2005,0,0,0.5,0.5,0.3,0.9,0,0.06,19,68,12,14,0.97,4,0.28,0,8,8,49,62.9,19,28,1.95,469,1399,79
1389,Ismaël Koné,ca CAN,"MF,FW",Marseille,fr Ligue 1,22,2002,0,0,0.3,0.3,0.4,0.6,0,0.16,2,10,10,4,1,0,0,0,4,1,8,75,4,6,1.5,131,237,14
1390,Ismaël Koné,ca CAN,MF,Rennes,fr Ligue 1,22,2002,2,1,0.2,0.2,1.3,1.5,0.58,0.28,16,30,16,6,1.15,3,0.58,0.33,5,3,9,71.4,4,10,1.92,171,687,19
1391,Manu Koné,fr FRA,MF,Roma,it Serie A,23,2001,2,1,3.4,3.4,1.7,5,0.1,0.18,70,144,50,34,1.19,8,0.28,0.06,19,15,41,47.5,24,67,2.34,1006,2923,131
1392,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,26,1997,2,0,1.3,1.3,0.4,1.7,0.06,0.05,24,90,11,11,0.34,5,0.15,0.18,6,2,34,80,24,24,0.74,1132,3008,97
1393,Teun Koopmeiners,nl NED,"MF,FW",Juventus,it Serie A,26,1998,3,3,3.9,3.9,2.9,6.8,0.27,0.31,32,89,127,42,1.9,10,0.45,0.07,38,18,32,33.3,8,63,2.84,591,1266,51
1394,Kacper Koscierski,de GER,DF,Bochum,de Bundesliga,17,2007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0
1395,Odilon Kossounou,ci CIV,DF,Atalanta,it Serie A,23,2001,0,0,0.5,0.5,0,0.6,0,0.04,13,46,14,6,0.48,4,0.32,0,1,2,16,46.2,13,7,0.56,456,1135,62
1396,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,26,1997,0,1,1.1,1.1,1.5,2.5,0.14,0.37,7,16,46,11,1.59,1,0.14,0,9,4,13,0,2,22,3.19,151,288,20
1397,Christian Kouamé,ci CIV,"FW,MF",Empoli,it Serie A,26,1997,1,0,2.7,2.7,0.7,3.3,0.18,0.59,5,13,39,16,2.84,5,0.89,0.06,8,8,5,50,0,23,4.08,114,245,18
1398,Henri Koudossou,de GER,DF,Augsburg,de Bundesliga,24,1999,0,0,0.1,0.1,0.8,0.9,0,0.1,19,23,48,2,0.24,0,0,0,10,12,18,57.9,15,18,2.17,220,577,39
1399,Konstantinos Koulierakis,gr GRE,DF,Wolfsburg,de Bundesliga,20,2003,0,2,1,1,1,1.9,0.07,0.07,20,104,8,22,0.8,3,0.11,0,10,12,40,62.5,33,31,1.13,1049,2681,93
1400,Emmanuel Koum Mbondo,fr FRA,DF,Marseille,fr Ligue 1,18,2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,4,2,0
1401,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,25,1998,2,3,1.8,1.8,3.9,5.7,0.17,0.2,44,165,190,18,0.62,6,0.21,0.11,32,29,63,66.7,20,59,2.04,1287,2501,107
1402,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,27,1997,0,0,0.5,0.5,0,0.5,0,0.06,3,12,0,8,0.95,0,0,0,0,1,22,57.9,12,3,0.41,174,416,18
1403,Mateo Kova_i_,hr CRO,MF,Manchester City,eng Premier League,30,1994,6,2,1.9,1.9,3.6,5.5,0.33,0.23,56,164,16,45,1.84,12,0.49,0.13,33,30,69,47.7,24,73,2.99,1445,3961,114
1404,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,28,1996,0,0,0.1,0.1,0,0.1,0,0.12,1,4,3,3,3.51,1,1.17,0,0,0,2,0,0,0,0,21,43,3
1405,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,99,214,6
1406,Mateusz Kowalski,pl POL,MF,Parma,it Serie A,19,2005,0,0,0.4,0.4,0,0.4,0,0.69,0,0,2,1,1.61,0,0,0,0,0,0,,0,0,0,9,10,0
1407,Goduine Koyalipou,cf CTA,FW,Lens,fr Ligue 1,24,2000,4,0,4.8,4.8,0.8,5.6,0.41,0.57,15,20,68,42,4.27,14,1.42,0.1,10,6,3,100,1,26,2.64,174,393,15
1408,Caleb Kporha,eng ENG,DF,Crystal Palace,eng Premier League,18,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,1,2,100,0,0,0,4,36,1
1409,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,29,1994,0,0,0,0,0.1,0.1,0,0.03,5,8,3,1,0.26,0,0,0,1,1,4,66.7,2,3,0.79,82,175,19
1410,Alex Král,cz CZE,MF,Espanyol,es La Liga,26,1998,0,1,1.5,1.5,1.5,3,0.03,0.1,49,78,79,21,0.7,2,0.07,0,12,12,55,53.3,28,42,1.39,618,1902,127
1411,Andrej Kramari_,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,33,1991,11,8,11.8,9.5,4.3,13.7,0.52,0.52,75,143,202,66,2.15,23,0.75,0.12,49,38,15,54.5,7,102,3.32,938,2534,136
1412,Frans Krätzig,de GER,"DF,MF",Heidenheim,de Bundesliga,21,2003,1,2,0.6,0.6,1.8,2.5,0.22,0.18,25,37,57,9,0.67,3,0.22,0.11,28,14,32,57.1,17,45,3.33,372,822,60
1413,Frans Krätzig,de GER,DF,Stuttgart,de Bundesliga,21,2003,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,,0,0,2,33.3,0,0,0,30,39,3
1414,Tom Krau_,de GER,MF,Bochum,de Bundesliga,23,2001,0,0,0.4,0.4,0.7,1.1,0,0.09,16,84,20,11,0.92,2,0.17,0,12,9,35,50,11,40,3.34,430,1021,78
1415,Ladislav Krej_í,cz CZE,DF,Girona,es La Liga,25,1999,2,0,1.7,1.7,0.3,2,0.07,0.07,29,144,6,18,0.66,5,0.18,0.11,8,12,23,53.8,34,29,1.07,1523,5129,101
1416,Rasmus Kristensen,dk DEN,DF,Eint Frankfurt,de Bundesliga,27,1997,5,3,2.5,2.5,3.1,5.6,0.29,0.2,51,172,162,24,0.86,8,0.29,0.21,20,35,59,59.7,20,60,2.15,1084,2320,121
1417,Thomas Kristensen,dk DEN,DF,Udinese,it Serie A,22,2002,1,0,0.9,0.9,0.3,1.2,0.05,0.06,19,76,19,4,0.21,1,0.05,0.25,4,7,31,62.5,21,17,0.87,618,1772,63
1418,Nikola Krstovi_,me MNE,FW,Lecce,it Serie A,24,2000,11,5,12.1,9.7,2.9,12.6,0.41,0.44,42,56,149,134,3.95,38,1.12,0.07,30,15,18,43.8,7,87,2.56,571,1162,72
1419,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,31,1992,5,1,2.7,2.7,0.8,3.5,0.29,0.17,24,78,49,18,0.88,10,0.49,0.28,11,15,40,56.3,53,26,1.27,519,1091,73
1420,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,es La Liga,23,2001,5,0,3.6,3.6,4.5,8,0.19,0.31,133,110,218,43,1.63,14,0.53,0.12,45,45,31,40,17,114,4.33,878,3647,118
1421,Mohammed Kudus,gh GHA,"FW,MF",West Ham,eng Premier League,23,2000,5,3,6.9,6.9,3.1,10,0.28,0.35,98,79,216,75,2.61,21,0.73,0.07,31,29,38,37,4,107,3.72,842,2613,138
1422,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,24,2000,7,4,4.2,4.2,6.2,10.4,0.41,0.39,120,124,210,47,1.77,17,0.64,0.15,65,52,45,37.3,13,128,4.82,823,3208,121
1423,Sael Kumbedi,fr FRA,DF,Lyon,fr Ligue 1,19,2005,0,0,0.3,0.3,0.3,0.6,0,0.06,23,37,71,4,0.38,2,0.19,0,5,14,28,70,8,15,1.42,324,871,32
1424,Marash Kumbulla,al ALB,DF,Espanyol,es La Liga,24,2000,3,0,1.8,1.8,0,1.9,0.09,0.06,11,71,3,16,0.48,5,0.15,0.19,1,4,51,58.5,34,16,0.48,998,2892,74
1425,Jonah Kusi-Asare,se SWE,FW,Bayern Munich,de Bundesliga,17,2007,0,0,0,0,0,0,0,1.12,0,0,0,1,30,0,0,0,0,0,1,,0,0,0,1,2,0
1426,Daler Kuzyaev,ru RUS,MF,Le Havre,fr Ligue 1,31,1993,1,0,0.2,0.2,0.6,0.8,0.16,0.12,4,32,9,4,0.63,3,0.48,0.25,2,3,13,22.2,9,4,0.63,140,317,27
1427,Khvicha Kvaratskhelia,ge GEO,"FW,MF",Napoli,it Serie A,23,2001,5,3,4.1,3.4,3.7,7,0.53,0.6,74,57,89,49,3.74,16,1.22,0.08,28,23,15,26.7,4,57,4.35,405,1912,45
1428,Khvicha Kvaratskhelia,ge GEO,FW,Paris S-G,fr Ligue 1,23,2001,4,3,3.3,3.3,4.9,8.2,0.69,0.8,50,43,131,34,3.34,15,1.47,0.12,25,20,19,56.5,2,60,5.89,444,1517,27
1429,Moritz-Broni Kwarteng,gh GHA,"MF,FW",Bochum,de Bundesliga,26,1998,0,0,0.2,0.2,0.2,0.4,0,0.19,4,12,16,6,3.14,1,0.52,0,4,6,4,50,0,9,4.68,63,128,8
1430,Giorgos Kyriakopoulos,gr GRE,DF,Monza,it Serie A,28,1996,2,4,0.9,0.9,3.3,4.2,0.19,0.13,67,97,132,27,0.85,9,0.28,0.07,41,25,43,49.2,23,70,2.21,865,2772,94
1431,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,26,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,5,24,0
1432,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,21,2003,2,1,2.5,2.5,1.1,3.6,0.42,0.51,17,7,71,14,1.98,5,0.71,0.14,7,9,16,45.5,1,20,2.83,162,355,21
1433,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,30,1994,11,4,11.7,8.6,3.5,12,0.54,0.75,30,40,131,70,3.44,20,0.98,0.1,27,12,19,40.9,6,63,3.1,362,843,49
1434,Nediljko Labrovi_,hr CRO,GK,Augsburg,de Bundesliga,24,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,,0,1,0.07,306,923,14
1435,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,33,1991,15,2,16.3,11.7,3.4,15,0.53,0.86,24,66,159,53,2.33,31,1.36,0.19,26,25,13,31.3,8,56,2.46,418,575,28
1436,Younes Lachaab,fr FRA,"MF,FW",Lille,fr Ligue 1,19,2005,0,0,0.1,0.1,0,0.1,0,0.95,1,0,1,1,10,0,0,0,0,0,1,100,1,2,20,3,12,0
1437,Maxence Lacroix,fr FRA,DF,Crystal Palace,eng Premier League,24,2000,1,1,3.4,3.4,1,4.4,0.06,0.13,8,65,7,30,0.87,5,0.14,0.03,8,4,68,68.1,54,29,0.84,1030,2213,130
1438,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,25,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,100,0,2,0.17,228,545,11
1439,Yoel Lago,es ESP,DF,Celta Vigo,es La Liga,20,2004,0,1,0,0,0.1,0.1,0.15,0.02,1,31,0,0,0,0,0,,1,0,12,77.8,4,2,0.31,289,776,22
1440,Konrad Laimer,at AUT,DF,Bayern Munich,de Bundesliga,27,1997,2,2,2.1,2.1,2.7,4.8,0.21,0.25,87,141,113,18,0.95,6,0.32,0.11,20,25,49,47.9,8,62,3.28,816,2759,81
1441,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,31,1992,1,0,0.3,0.3,1,1.3,0.12,0.15,25,25,32,4,0.48,1,0.12,0.25,9,7,22,85.7,12,15,1.78,288,867,24
1442,Kenny Lala,mg MAD,DF,Brest,fr Ligue 1,32,1991,3,2,3,0.6,4.3,4.9,0.07,0.24,58,138,91,9,0.3,4,0.13,0,41,40,66,66.7,25,80,2.68,1054,3093,154
1443,Adam Lallana,eng ENG,MF,Southampton,eng Premier League,36,1988,0,2,0.2,0.2,0.9,1.1,0.5,0.27,6,24,10,3,0.75,0,0,0,4,9,8,16.7,5,9,2.24,178,366,19
1444,Mathis Lambourde,fr FRA,"FW,MF",Hellas Verona,it Serie A,18,2006,1,0,0.2,0.2,0.1,0.2,1.01,0.24,1,0,12,2,2.02,1,1.01,0.5,1,0,3,33.3,0,2,2,24,19,3
1445,Mohamed Lamine Bayo,gn GUI,FW,Lille,fr Ligue 1,26,1998,2,1,2.2,2.2,0.5,2.7,0.87,0.8,4,4,20,10,2.91,4,1.17,0.2,4,2,1,100,0,12,3.51,59,107,5
1446,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,23,2000,2,2,0.4,0.4,0.8,1.2,0.42,0.12,32,14,45,6,0.63,2,0.21,0.33,5,6,17,36,7,17,1.78,292,1034,39
1447,Will Lankshear,eng ENG,"FW,MF",Tottenham,eng Premier League,19,2005,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,,0,0,0,3,0,0
1448,Gianluca Lapadula,pe PER,"FW,MF",Cagliari,it Serie A,34,1990,0,0,1.4,1.4,0.1,1.4,0,0.42,7,7,16,15,4.35,3,0.87,0,3,1,2,0,0,13,3.77,43,112,5
1449,Cyle Larin,ca CAN,FW,Mallorca,es La Liga,29,1995,7,2,6.9,6.1,1.4,7.5,0.41,0.42,20,20,95,38,1.94,14,0.71,0.16,8,3,12,33.3,1,21,1.07,316,550,46
1450,Gautier Larsonneur,fr FRA,GK,Saint-_tienne,fr Ligue 1,27,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,3,0.09,712,2029,41
1451,Hugo Larsson,se SWE,MF,Eint Frankfurt,de Bundesliga,20,2004,3,1,3.1,3.1,2.1,5.2,0.15,0.19,16,121,33,21,0.79,10,0.38,0.14,21,19,47,50,30,57,2.14,803,1382,121
1452,Juanmi Latasa,es ESP,FW,Valladolid,es La Liga,23,2001,3,0,4.2,4.2,0.9,5.1,0.19,0.33,3,17,40,40,2.58,13,0.84,0.08,13,5,4,33.3,0,30,1.93,153,126,24
1453,Toni Lato,es ESP,DF,Mallorca,es La Liga,26,1997,0,0,0,0,0.4,0.4,0,0.06,15,26,35,0,0,0,0,,6,11,17,63.6,6,14,2.03,155,434,30
1454,Roméo Lavia,be BEL,MF,Chelsea,eng Premier League,20,2004,0,1,0.3,0.3,0.7,1,0.11,0.11,3,31,7,2,0.23,0,0,0,7,3,22,47.6,16,14,1.58,295,567,40
1455,Valentino Lazaro,at AUT,"DF,FW",Torino,it Serie A,28,1996,0,6,1,1,3.3,4.4,0.23,0.17,35,76,131,16,0.62,2,0.08,0,33,23,26,50,11,52,2.03,726,1385,94
1456,Darko Lazovi_,rs SRB,"DF,MF",Hellas Verona,it Serie A,33,1990,2,3,2.5,1.7,3.4,5.1,0.25,0.36,22,40,88,19,1.17,3,0.19,0.05,18,15,21,39.3,11,23,1.42,318,776,59
1457,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,30,1993,0,1,0.1,0.1,1.3,1.4,0.06,0.09,72,66,96,6,0.38,2,0.13,0,20,22,26,58.3,10,36,2.3,518,2123,50
1458,Julien Le Cardinal,fr FRA,DF,Brest,fr Ligue 1,26,1997,0,1,0.4,0.4,0.3,0.7,0.07,0.05,7,39,1,10,0.65,3,0.2,0,5,0,27,68.8,33,14,0.91,539,1702,48
1459,Jérémy Le Douaron,fr FRA,FW,Brest,fr Ligue 1,26,1998,0,0,0.2,0.2,0,0.2,0,0.14,1,1,7,2,1.76,1,0.88,0,0,0,1,0,0,0,0,13,27,2
1460,Enzo Le Fée,fr FRA,MF,Roma,it Serie A,24,2000,0,0,0.2,0.2,0.1,0.3,0,0.1,15,28,3,4,1.13,2,0.57,0,3,2,7,33.3,5,9,2.55,204,684,22
1461,Robin Le Normand,es ESP,DF,Atlético Madrid,es La Liga,27,1996,1,0,1.5,1.5,0.5,1.9,0.04,0.08,11,55,6,11,0.46,3,0.13,0.09,3,2,27,60,10,7,0.29,1001,2052,82
1462,Nicola Leali,it ITA,GK,Genoa,it Serie A,31,1993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,2,0.07,523,1480,30
1463,Rafael Leão,pt POR,FW,Milan,it Serie A,25,1999,8,8,7.6,7.6,8.4,15.9,0.62,0.62,123,93,262,66,2.56,29,1.12,0.12,58,51,16,37.9,6,113,4.38,780,3058,66
1464,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,33,1991,0,0,0,0,0.1,0.1,0,0,0,1,0,0,0,0,0,,3,1,0,,0,10,0.34,595,2382,35
1465,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,31,1993,2,2,1.3,1.3,2.8,4,0.24,0.24,23,105,36,22,1.3,8,0.47,0.09,19,13,48,46.3,12,52,3.07,697,1586,125
1466,Jordan Lefort,fr FRA,DF,Angers,fr Ligue 1,30,1993,0,1,0.6,0.6,1.1,1.6,0.03,0.05,6,89,13,9,0.26,1,0.03,0,10,11,52,68.2,32,26,0.76,1196,4191,110
1467,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,25,1999,1,2,1.4,1.4,1,2.4,0.11,0.08,20,116,16,18,0.64,8,0.28,0.06,13,11,64,66,57,33,1.17,853,1896,104
1468,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,26,1998,1,0,1.2,1.2,0.2,1.4,0.13,0.19,4,25,5,6,0.8,1,0.13,0.17,2,0,12,77.8,10,7,0.93,173,329,36
1469,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,33,1991,2,3,3.6,3.6,1.9,5.4,0.14,0.15,21,143,5,58,1.57,17,0.46,0.03,14,7,46,53.5,41,37,1,1469,4056,156
1470,Stefan Lekovic,rs SRB,DF,Monza,it Serie A,20,2004,0,0,0.1,0.1,0,0.1,0,0.03,4,15,2,3,0.74,0,0,0,0,0,9,38.5,7,6,1.47,128,237,18
1471,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,31,1993,0,0,0.2,0.2,0.5,0.7,0,0.08,13,35,21,2,0.23,0,0,0,8,2,15,52.9,9,16,1.86,245,515,39
1472,Nunzio Lella,it ITA,MF,Venezia,it Serie A,24,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,1,15,2,0,0
1473,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,28,1995,0,0,0.3,0.3,0.2,0.5,0,0.5,1,8,4,2,2.12,1,1.06,0,2,4,2,50,0,4,4.24,55,54,3
1474,Félix Lemaréchal,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2003,4,3,3.5,3.5,2.9,6.4,0.35,0.32,35,58,90,25,1.26,9,0.46,0.16,29,10,35,48.3,14,56,2.83,466,1217,62
1475,Mario Lemina,ga GAB,"MF,DF",Wolves,eng Premier League,30,1993,1,3,1.4,1.4,1.1,2.5,0.26,0.17,8,48,21,18,1.19,5,0.33,0.06,10,13,51,69,27,26,1.71,382,1038,73
1476,Clément Lenglet,fr FRA,DF,Atlético Madrid,es La Liga,29,1995,2,1,2.4,2.4,1.1,3.5,0.14,0.16,16,79,1,10,0.46,4,0.18,0.2,5,0,27,73.3,22,17,0.78,1065,3593,74
1477,Bernd Leno,de GER,GK,Fulham,eng Premier League,32,1992,0,1,0,0,0.1,0.1,0.03,0,0,0,0,0,0,0,0,,2,2,2,100,0,6,0.16,955,2233,50
1478,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,31,1992,0,2,0,0,0.4,0.4,0.06,0.01,0,1,0,0,0,0,0,,3,2,0,0,0,12,0.37,708,2184,33
1479,Giovanni Leoni,it ITA,DF,Parma,it Serie A,17,2006,1,0,0.1,0.1,0,0.1,0.08,0.01,0,21,5,2,0.15,1,0.08,0.5,1,0,14,50,15,3,0.23,449,802,34
